epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.26171875,1.9681908786296844,0.203125,22.408485412597656,0.001
2,0.24609375,1.0155198350548744,0.265625,17.20182466506958,0.001
3,0.23828125,0.6637945026159286,0.3125,4.969981670379639,0.001
4,0.28125,0.47024067118763924,0.234375,5.816922187805176,0.001
5,0.46875,0.3094528876245022,0.25,8.301212072372437,0.001
6,0.4765625,0.24063218105584383,0.25,4.385282754898071,0.001
7,0.5625,0.1778882071375847,0.328125,2.5055270195007324,0.001
8,0.94921875,0.14537368342280388,0.46875,1.4306727647781372,0.001
9,0.9765625,0.12241077423095703,0.5,1.2008761167526245,0.001
10,1.0,0.11603352660313249,0.609375,1.0991562604904175,0.001
11,1.0,0.07205274235457182,0.609375,1.0715272426605225,0.001
12,1.0,0.06417829892598093,0.609375,1.0667605996131897,0.001
13,1.0,0.060572132002562284,0.625,1.0625055134296417,0.001
14,1.0,0.04969652323052287,0.609375,1.1170669198036194,0.001
15,1.0,0.048702763859182596,0.625,1.0852649807929993,0.001
16,1.0,0.03433137119282037,0.625,1.1001842617988586,0.001
17,1.0,0.04304961068555713,0.625,1.1055446863174438,0.001
18,1.0,0.03892252978403121,0.625,1.1665089130401611,0.001
19,1.0,0.03561685991007835,0.625,1.1314204335212708,0.001
20,1.0,0.0351446564309299,0.625,1.1285966038703918,0.001
21,1.0,0.034539700602181256,0.609375,1.0866361856460571,0.001
