epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.3479381443298969,6.156764122535442,0.3006872852233677,12.228857741732778,0.01
2,0.6288659793814433,5.139297328324154,0.6082474226804123,3.2664791431623637,0.01
3,0.35609965635738833,3.3843442353708992,0.36597938144329895,13.499549846059269,0.01
4,0.46091065292096217,2.546917170491712,0.42955326460481097,5.906196778582544,0.01
5,0.6692439862542955,2.230227714365926,0.5962199312714777,2.3791375926270106,0.01
6,0.4961340206185567,1.3336167271794943,0.46735395189003437,6.719885655694811,0.01
7,0.5682989690721649,1.2153511766729683,0.4587628865979381,3.674871681482112,0.01
8,0.3586769759450172,1.0443118801918523,0.35051546391752575,6.713274013545505,0.01
9,0.6404639175257731,1.0032002811801846,0.5274914089347079,2.469230944962846,0.01
10,0.4536082474226804,0.8380547161246168,0.3951890034364261,6.562371349006994,0.01
