epoch,train_accuracy,train_loss,valid_accuracy,valid_loss,lr
1,0.40344635908838244,1.6762759667486482,0.38061360604713207,1.3002078939194466,0.001
2,0.5646470261256253,1.1852453741314573,0.5549132947976878,0.9291976308918042,0.001
3,0.5788771539744303,1.017902596512299,0.5620275678079146,0.9644229007912191,0.001
4,0.6033351862145636,0.9803008569729286,0.5895953757225434,0.9426636517233401,0.001
5,0.5215119510839356,0.9051604917889388,0.4948866162738995,1.5342198794234747,0.001
6,0.6717065036131183,0.8231924217578779,0.6562916851934193,0.7400198822924697,0.001
7,0.6168982768204558,0.7765699878494087,0.5864828812805691,1.3989546428844102,0.001
8,0.3498610339077265,0.7119471551154432,0.32636727434415297,4.1252996386184115,0.001
9,0.7324068927181767,0.6578083648561796,0.6971987550022232,0.694238638920273,0.001
10,0.6187882156753752,0.623528306302863,0.5864828812805691,1.1901280433403327,0.001
11,0.3078376876042246,0.5761389569031387,0.31347265451311696,4.5357935521909,0.001
12,0.4919399666481378,0.5473057694494512,0.4753223654957759,1.6620247254322877,0.001
13,0.5347415230683713,0.5060597671547182,0.5215651400622499,2.88262587602852,0.001
14,0.40600333518621456,0.486566643976338,0.38016896398399286,3.43637620379735,0.001
15,0.27281823235130626,0.46199004871777366,0.259670964873277,9.146780352000928,0.001
16,0.3869927737632018,0.4302596361823778,0.35793686082703424,6.982697878481813,0.001
17,0.6005558643690939,0.41975141140993594,0.5802578923966207,2.0184282092530763,0.001
